40.7237,-74.0868
40.7357,-74.0548
40.7315313,-74.0852286
40.7316146,-74.0850858
40.731673,-74.0847297
40.7317538,-74.0842909
40.7318563,-74.0840995
40.731376,-74.0742532
40.7326503,-74.0734682
40.7280586,-74.0694031
40.7284994,-74.0690634
40.7289219,-74.0686866
40.7293535,-74.0681579
40.7302089,-74.0671194
40.7302793,-74.067031
40.7308104,-74.0663725
40.7310864,-74.0660635
40.7267672,-74.0857051
40.7346912,-74.0768251
40.7305532,-74.0622259
40.7306658,-74.0634385
40.7268199,-74.0573811
40.726368,-74.0567838
40.728878,-74.067474
40.7295303,-74.0595124
40.72952,-74.066155
40.729368,-74.06594
40.7245182,-74.0616379
40.7291311,-74.0839088
40.73003,-74.0840663
40.7303751,-74.0657502
40.734673,-74.078826
40.7281033,-74.0585191
40.728449,-74.0589839
40.7325522,-74.0595376
40.732577,-74.0593478
40.733237,-74.058088
40.733275,-74.0579985
40.7342809,-74.0569559
40.7348665,-74.0671323
40.7323883,-74.0649688
40.7326458,-74.0672315
40.7292652,-74.0568444
40.730369,-74.058244
40.7308509,-74.0588519
40.7313199,-74.0594583
40.7317828,-74.0600719
40.729754,-74.056061
40.729849,-74.056143
40.729944,-74.0562072
40.7309524,-74.0574492
40.7326329,-74.0597478
40.7327818,-74.0609667
40.7329961,-74.0629366
40.7335336,-74.0672665
40.7336057,-74.0676215
40.7338063,-74.0685249
40.7339956,-74.0694545
40.734199,-74.0704104
40.7344115,-74.0713582
40.734808,-74.072749
40.7345395,-74.0811559
40.7324824,-74.0767506
40.7333062,-74.0762437
40.7294567,-74.0648666
40.7298823,-74.0644139
40.7254133,-74.0753686
40.7259703,-74.074966
40.7328255,-74.0775869
40.7335223,-74.0771603
40.7342132,-74.0767898
40.7274716,-74.0783491
40.728739,-74.07737
40.7253416,-74.0644833
40.7260274,-74.0641377
40.7265247,-74.0639085
40.7266032,-74.0638892
40.7277273,-74.063579
40.7281255,-74.0631017
40.7286009,-74.0626679
40.7291158,-74.0622595
40.729158,-74.0622265
40.729865,-74.061688
40.7304325,-74.0612684
40.7318565,-74.0600182
40.7320764,-74.0598653
40.7324773,-74.0596173
40.7326854,-74.059562
40.7329954,-74.0595076
40.7331931,-74.0594666
40.7334195,-74.0594367
40.7341497,-74.0593616
40.7348787,-74.0592342
40.73379,-74.073253
40.734137,-74.073081
40.7283759,-74.0581172
40.7285315,-74.0578866
40.7287028,-74.0576347
40.7296406,-74.0719038
40.7301132,-74.0715691
40.7312459,-74.0671775
40.7313982,-74.0678424
40.7316179,-74.0688364
40.7318066,-74.0697582
40.7320038,-74.0706844
40.7321935,-74.0716395
40.7323219,-74.0722124
40.7324222,-74.0725636
40.7328672,-74.0743755
40.733087,-74.0753125
40.7337382,-74.0780927
40.7339847,-74.0790933
40.730838,-74.0643468
40.727705,-74.0561065
40.728789,-74.057508
40.729212,-74.058895
40.730557,-74.07265
40.7245234,-74.078229
40.7318106,-74.0671785
40.73386,-74.067269
40.734212,-74.067256
40.734539,-74.067223
40.7287226,-74.0613426
40.7295469,-74.0607327
40.725301,-74.07759
40.7257736,-74.0785904
40.726478,-74.080206
40.727226,-74.08187
40.726036,-74.057819
40.726293,-74.0581222
40.7273,-74.0594095
40.727374,-74.0594895
40.724938,-74.077874
40.724894,-74.0697765
40.7257709,-74.0692614
40.7250155,-74.0686323
40.727838,-74.081387
40.7285755,-74.0808065
40.72996,-74.079764
40.7280613,-74.0598915
40.7283975,-74.060626
40.7245886,-74.069456
40.7247,-74.069286
40.7252071,-74.0682559
40.7253156,-74.0680837
40.7255534,-74.0678585
40.7263735,-74.0675304
40.7272114,-74.0671826
40.7284969,-74.0669146
40.7289476,-74.0664371
40.7302678,-74.0649666
40.7331044,-74.072145
40.7333701,-74.07323
40.7336327,-74.0743089
40.7337656,-74.0748984
40.7338396,-74.0752323
40.734046,-74.076121
40.734154,-74.076563
40.7342714,-74.0770262
40.7337639,-74.0717564
40.7347852,-74.0649078
40.7263831,-74.067723
40.7266455,-74.0686771
40.727478,-74.0706943
40.7291865,-74.0748296
40.724593,-74.066635
40.7246328,-74.0667433
40.7247932,-74.0671326
40.7248342,-74.0672103
40.7262333,-74.0703943
40.726618,-74.071325
40.7271499,-74.0726485
40.727275,-74.072949
40.7283563,-74.0754531
40.7289557,-74.0816544
40.7297034,-74.0810891
40.7260552,-74.0664531
40.7275776,-74.0654988
40.727801,-74.0658545
40.7286319,-74.064843
40.7294605,-74.0638717
40.7315195,-74.064305
40.73153,-74.0644595
40.7318395,-74.0666515
40.7317084,-74.0674061
40.7314723,-74.0677504
40.730242,-74.0685826
40.7292459,-74.0695146
40.7287956,-74.0698296
40.7283443,-74.0701222
40.726772,-74.071209
40.7263733,-74.0715068
40.7261935,-74.0717307
40.7259018,-74.0722685
40.7253347,-74.0732816
40.7252737,-74.0733538
40.7324164,-74.063434
40.7332589,-74.062827
40.733491,-74.062798
40.7337365,-74.0628164
40.7338199,-74.0628379
40.7344306,-74.0631455
40.7345862,-74.063141
40.7348093,-74.0631148
40.7273226,-74.0650878
40.7277148,-74.0646637
40.7249556,-74.0623954
40.7256848,-74.0618578
40.7261232,-74.0614255
40.7330334,-74.0578025
40.7325307,-74.0573838
40.7315699,-74.0565749
40.7312772,-74.0563434
40.7305509,-74.0557593
40.726781,-74.0574409
40.7268802,-74.0572861
40.7253532,-74.0709877
40.7290589,-74.0704751
40.7295,-74.070152
40.730572,-74.0694983
40.733954,-74.06741
40.7292639,-74.0599307
40.7293166,-74.0824708
40.730714,-74.08138
40.7331806,-74.078422
40.732102,-74.075936
40.727423,-74.059513
40.7278765,-74.0588425
40.7291729,-74.0569489
40.724867,-74.060189
40.7257045,-74.061047
40.7262778,-74.0615673
40.726437,-74.0617452
40.7266283,-74.0620105
40.7246227,-74.0675231
40.734322,-74.0557104
40.7344408,-74.0556017
40.7339956,-74.0559144
40.7341938,-74.0566314
40.7335686,-74.0607999
40.7341141,-74.066407
40.7340574,-74.0659454
40.725742,-74.0761781
40.7263155,-74.0757491
40.7277809,-74.0611336
40.7290772,-74.0633459
40.7295835,-74.0640159
40.7249987,-74.0791963
40.7253196,-74.079913
40.7263709,-74.0781024
40.7271115,-74.0775507
40.728354,-74.0766
40.7266952,-74.0766103
40.727843,-74.0791551
40.7281895,-74.0799493
40.7302058,-74.0717869
40.7317254,-74.0750676
40.7245272,-74.081353
40.7245889,-74.0813733
40.7246525,-74.0813777
40.7247155,-74.081366
40.7247757,-74.0813387
40.7248308,-74.0812967
40.7248788,-74.0812416
40.724918,-74.0811754
40.7249468,-74.0811006
40.7249644,-74.0810198
40.7249699,-74.0809362
40.7249675,-74.0808872
40.7249609,-74.0808389
40.7249207,-74.0807108
40.7248793,-74.0806395
40.7248277,-74.0805808
40.724768,-74.0805373
